topic,response_type,model1,model2,jsd
conservative,care,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.468
conservative,care,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.518
conservative,care,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.439
conservative,care,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.522
conservative,care,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.5
conservative,care,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.434
conservative,care,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.471
conservative,care,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.475
conservative,care,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.538
conservative,care,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.587
conservative,care,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.561
conservative,care,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.508
conservative,care,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.527
conservative,care,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.566
conservative,care,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.523
conservative,care,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.357
conservative,care,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.46
conservative,care,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.472
conservative,equality,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.449
conservative,equality,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.437
conservative,equality,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.444
conservative,equality,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.457
conservative,equality,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.448
conservative,equality,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.693
conservative,equality,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.457
conservative,equality,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.371
conservative,equality,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.461
conservative,equality,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.349
conservative,equality,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.466
conservative,equality,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.693
conservative,equality,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.479
conservative,equality,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.444
conservative,equality,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.374
conservative,equality,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.503
conservative,equality,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.693
conservative,equality,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.482
conservative,equality,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.44
conservative,equality,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.532
conservative,equality,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.693
conservative,equality,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.452
conservative,equality,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.5
conservative,equality,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.693
conservative,equality,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.461
conservative,equality,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.693
conservative,equality,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.394
conservative,equality,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.693
conservative,loyalty,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.378
conservative,loyalty,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.435
conservative,loyalty,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.464
conservative,loyalty,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.425
conservative,loyalty,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.363
conservative,loyalty,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.462
conservative,loyalty,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.427
conservative,loyalty,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.413
conservative,loyalty,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.372
conservative,loyalty,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.387
conservative,loyalty,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.358
conservative,loyalty,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.433
conservative,loyalty,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.373
conservative,loyalty,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.479
conservative,loyalty,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.479
conservative,loyalty,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.498
conservative,loyalty,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.511
conservative,loyalty,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.474
conservative,loyalty,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.432
conservative,loyalty,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.448
conservative,loyalty,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.495
conservative,loyalty,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.469
conservative,loyalty,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.462
conservative,loyalty,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.473
conservative,loyalty,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.467
conservative,loyalty,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.426
conservative,loyalty,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.385
conservative,loyalty,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.411
conservative,proportionality,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.359
conservative,proportionality,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.47
conservative,proportionality,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.485
conservative,proportionality,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.407
conservative,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.39
conservative,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.465
conservative,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.436
conservative,proportionality,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.405
conservative,proportionality,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.506
conservative,proportionality,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.349
conservative,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.423
conservative,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.378
conservative,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.349
conservative,proportionality,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.558
conservative,proportionality,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.44
conservative,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.523
conservative,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.558
conservative,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.409
conservative,proportionality,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.476
conservative,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.541
conservative,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.553
conservative,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.361
conservative,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.469
conservative,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.48
conservative,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.414
conservative,proportionality,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.43
conservative,proportionality,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.418
conservative,proportionality,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.376
conservative,purity,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.497
conservative,purity,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.565
conservative,purity,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.411
conservative,purity,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.483
conservative,purity,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.427
conservative,purity,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.693
conservative,purity,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.46
conservative,purity,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.447
conservative,purity,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.478
conservative,purity,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.38
conservative,purity,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.465
conservative,purity,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.693
conservative,purity,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.448
conservative,purity,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.586
conservative,purity,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.52
conservative,purity,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.577
conservative,purity,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.693
conservative,purity,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.563
conservative,purity,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.448
conservative,purity,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.47
conservative,purity,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.693
conservative,purity,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.498
conservative,purity,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.491
conservative,purity,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.693
conservative,purity,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.463
conservative,purity,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.693
conservative,purity,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.352
conservative,purity,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.693
conversion-therapy-reparative-therapy,authority,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.387
conversion-therapy-reparative-therapy,authority,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.468
conversion-therapy-reparative-therapy,authority,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.492
conversion-therapy-reparative-therapy,authority,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.42
conversion-therapy-reparative-therapy,authority,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.493
conversion-therapy-reparative-therapy,authority,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.419
conversion-therapy-reparative-therapy,authority,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.441
conversion-therapy-reparative-therapy,authority,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.399
conversion-therapy-reparative-therapy,authority,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.486
conversion-therapy-reparative-therapy,authority,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.347
conversion-therapy-reparative-therapy,authority,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.423
conversion-therapy-reparative-therapy,authority,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.368
conversion-therapy-reparative-therapy,authority,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.432
conversion-therapy-reparative-therapy,authority,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.501
conversion-therapy-reparative-therapy,authority,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.397
conversion-therapy-reparative-therapy,authority,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.467
conversion-therapy-reparative-therapy,authority,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.411
conversion-therapy-reparative-therapy,authority,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.546
conversion-therapy-reparative-therapy,authority,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.531
conversion-therapy-reparative-therapy,authority,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.566
conversion-therapy-reparative-therapy,authority,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.412
conversion-therapy-reparative-therapy,authority,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.63
conversion-therapy-reparative-therapy,authority,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.447
conversion-therapy-reparative-therapy,authority,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.375
conversion-therapy-reparative-therapy,authority,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.503
conversion-therapy-reparative-therapy,authority,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.346
conversion-therapy-reparative-therapy,authority,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.397
conversion-therapy-reparative-therapy,authority,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.4
conversion-therapy-reparative-therapy,base,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.435
conversion-therapy-reparative-therapy,base,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.451
conversion-therapy-reparative-therapy,base,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.482
conversion-therapy-reparative-therapy,base,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.511
conversion-therapy-reparative-therapy,base,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.529
conversion-therapy-reparative-therapy,base,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.498
conversion-therapy-reparative-therapy,base,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.491
conversion-therapy-reparative-therapy,base,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.345
conversion-therapy-reparative-therapy,base,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.437
conversion-therapy-reparative-therapy,base,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.425
conversion-therapy-reparative-therapy,base,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.427
conversion-therapy-reparative-therapy,base,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.401
conversion-therapy-reparative-therapy,base,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.3
conversion-therapy-reparative-therapy,base,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.51
conversion-therapy-reparative-therapy,base,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.435
conversion-therapy-reparative-therapy,base,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.467
conversion-therapy-reparative-therapy,base,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.485
conversion-therapy-reparative-therapy,base,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.385
conversion-therapy-reparative-therapy,base,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.384
conversion-therapy-reparative-therapy,base,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.526
conversion-therapy-reparative-therapy,base,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.556
conversion-therapy-reparative-therapy,base,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.41
conversion-therapy-reparative-therapy,base,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.467
conversion-therapy-reparative-therapy,base,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.545
conversion-therapy-reparative-therapy,base,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.418
conversion-therapy-reparative-therapy,base,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.439
conversion-therapy-reparative-therapy,base,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.444
conversion-therapy-reparative-therapy,base,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.347
conversion-therapy-reparative-therapy,care,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.365
conversion-therapy-reparative-therapy,care,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.374
conversion-therapy-reparative-therapy,care,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.392
conversion-therapy-reparative-therapy,care,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.376
conversion-therapy-reparative-therapy,care,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.693
conversion-therapy-reparative-therapy,care,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.501
conversion-therapy-reparative-therapy,care,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.479
conversion-therapy-reparative-therapy,care,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.306
conversion-therapy-reparative-therapy,care,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.349
conversion-therapy-reparative-therapy,care,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.396
conversion-therapy-reparative-therapy,care,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.693
conversion-therapy-reparative-therapy,care,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.418
conversion-therapy-reparative-therapy,care,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.469
conversion-therapy-reparative-therapy,care,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.409
conversion-therapy-reparative-therapy,care,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.412
conversion-therapy-reparative-therapy,care,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.693
conversion-therapy-reparative-therapy,care,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.415
conversion-therapy-reparative-therapy,care,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.392
conversion-therapy-reparative-therapy,care,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.398
conversion-therapy-reparative-therapy,care,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.693
conversion-therapy-reparative-therapy,care,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.444
conversion-therapy-reparative-therapy,care,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.476
conversion-therapy-reparative-therapy,care,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.693
conversion-therapy-reparative-therapy,care,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.443
conversion-therapy-reparative-therapy,care,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.462
conversion-therapy-reparative-therapy,care,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.693
conversion-therapy-reparative-therapy,care,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.693
conversion-therapy-reparative-therapy,care,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.334
conversion-therapy-reparative-therapy,equality,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.472
conversion-therapy-reparative-therapy,equality,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.428
conversion-therapy-reparative-therapy,equality,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.478
conversion-therapy-reparative-therapy,equality,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.388
conversion-therapy-reparative-therapy,equality,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.454
conversion-therapy-reparative-therapy,equality,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.421
conversion-therapy-reparative-therapy,equality,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.505
conversion-therapy-reparative-therapy,equality,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.375
conversion-therapy-reparative-therapy,equality,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.457
conversion-therapy-reparative-therapy,equality,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.45
conversion-therapy-reparative-therapy,equality,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.484
conversion-therapy-reparative-therapy,equality,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.354
conversion-therapy-reparative-therapy,equality,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.51
conversion-therapy-reparative-therapy,equality,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.436
conversion-therapy-reparative-therapy,equality,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.442
conversion-therapy-reparative-therapy,equality,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.478
conversion-therapy-reparative-therapy,equality,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.388
conversion-therapy-reparative-therapy,equality,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.483
conversion-therapy-reparative-therapy,equality,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.353
conversion-therapy-reparative-therapy,equality,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.486
conversion-therapy-reparative-therapy,equality,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.397
conversion-therapy-reparative-therapy,equality,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.497
conversion-therapy-reparative-therapy,equality,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.491
conversion-therapy-reparative-therapy,equality,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.386
conversion-therapy-reparative-therapy,equality,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.519
conversion-therapy-reparative-therapy,equality,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.397
conversion-therapy-reparative-therapy,equality,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.478
conversion-therapy-reparative-therapy,equality,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.417
conversion-therapy-reparative-therapy,loyalty,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.446
conversion-therapy-reparative-therapy,loyalty,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.397
conversion-therapy-reparative-therapy,loyalty,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.444
conversion-therapy-reparative-therapy,loyalty,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.484
conversion-therapy-reparative-therapy,loyalty,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.507
conversion-therapy-reparative-therapy,loyalty,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.495
conversion-therapy-reparative-therapy,loyalty,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.609
conversion-therapy-reparative-therapy,loyalty,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.336
conversion-therapy-reparative-therapy,loyalty,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.487
conversion-therapy-reparative-therapy,loyalty,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.418
conversion-therapy-reparative-therapy,loyalty,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.504
conversion-therapy-reparative-therapy,loyalty,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.452
conversion-therapy-reparative-therapy,loyalty,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.533
conversion-therapy-reparative-therapy,loyalty,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.47
conversion-therapy-reparative-therapy,loyalty,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.355
conversion-therapy-reparative-therapy,loyalty,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.504
